sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
1650,1187006834.402832,0.40283203125,-2047.59716796875,-5.52230848787594e-18,-2.2064257690891923e-18,1.5997937158235551e-18,-3.864367128482566e-18,-2.0429801803805255e-18,3.864367128482566e-18,2.0429801803805255e-18,3.3158827187867482e-18,7.122102203699494e-18,3.8062194849127474e-18,-296.62060546875
1651,1187006834.4030762,0.403076171875,-2047.596923828125,-5.5261339603728934e-18,-2.2022275320400188e-18,1.6373253314782599e-18,-3.864180746206455e-18,-2.0303453869782168e-18,3.864180746206455e-18,2.0303453869782168e-18,3.3239064283328742e-18,7.163459291851153e-18,3.8395528635182794e-18,-296.620361328125
1652,1187006834.4033203,0.4033203125,-2047.5966796875,-5.508761854582605e-18,-2.1993778195118924e-18,1.629781214845508e-18,-3.854069837047249e-18,-2.02611948641633e-18,3.854069837047249e-18,2.02611948641633e-18,3.3093840350707132e-18,7.138543069428115e-18,3.8291590343574e-18,-296.6201171875
1653,1187006834.4035645,0.403564453125,-2047.596435546875,-5.500135764352396e-18,-2.2105830221406538e-18,1.6599464444057805e-18,-3.855359393246525e-18,-2.01692411402909e-18,3.855359393246525e-18,2.01692411402909e-18,3.2895527422117425e-18,7.160082208758177e-18,3.870529466546434e-18,-296.619873046875
1654,1187006834.4038086,0.40380859375,-2047.59619140625,-5.5159046693517256e-18,-2.2036986324252856e-18,1.674594788973006e-18,-3.859801650888506e-18,-2.0150028376013348e-18,3.859801650888506e-18,2.0150028376013348e-18,3.3122060369264397e-18,7.190499458324732e-18,3.878293421398292e-18,-296.61962890625
1655,1187006834.4040527,0.404052734375,-2047.595947265625,-5.527524818415404e-18,-2.201277908677394e-18,1.672500784192414e-18,-3.864401363546399e-18,-2.018767314300128e-18,3.864401363546399e-18,2.018767314300128e-18,3.3262469097380097e-18,7.200025602607818e-18,3.873778692869808e-18,-296.619384765625
1656,1187006834.4042969,0.404296875,-2047.595703125,-5.509523341885305e-18,-2.201678670685861e-18,1.6985266655767812e-18,-3.855601006285583e-18,-2.0042251156647953e-18,3.855601006285583e-18,2.0042251156647953e-18,3.307844671199444e-18,7.208050007462087e-18,3.900205336262642e-18,-296.619140625
1657,1187006834.404541,0.404541015625,-2047.595458984375,-5.496894580743992e-18,-2.187870995335536e-18,1.7017137014506457e-18,-3.842382788039764e-18,-1.9943506248762944e-18,3.842382788039764e-18,1.9943506248762944e-18,3.309023585408456e-18,7.198608282194637e-18,3.889584696786182e-18,-296.618896484375
1658,1187006834.4047852,0.40478515625,-2047.59521484375,-5.5125504210476164e-18,-2.1893359253012075e-18,1.7459835021249226e-18,-3.850943173174412e-18,-1.9853009480746338e-18,3.850943173174412e-18,1.9853009480746338e-18,3.3232144957464092e-18,7.258533923172538e-18,3.93531942742613e-18,-296.61865234375
1659,1187006834.4050293,0.405029296875,-2047.594970703125,-5.521391314792744e-18,-2.18719101332465e-18,1.726940735739444e-18,-3.854291164058697e-18,-1.9938805307926498e-18,3.854291164058697e-18,1.9938805307926498e-18,3.3342003014680944e-18,7.248332050532188e-18,3.9141317490640945e-18,-296.618408203125
1660,1187006834.4052734,0.4052734375,-2047.5947265625,-5.505791702087147e-18,-2.1802873260527424e-18,1.7870200136464066e-18,-3.8430395140699454e-18,-1.966353004831161e-18,3.8430395140699454e-18,1.966353004831161e-18,3.325504376034405e-18,7.292811715733554e-18,3.967307339699149e-18,-296.6181640625
1661,1187006834.4055176,0.405517578125,-2047.594482421875,-5.4920331303606696e-18,-2.191878729892381e-18,1.7943428401401324e-18,-3.841955930126525e-18,-1.9631896733709723e-18,3.841955930126525e-18,1.9631896733709723e-18,3.3001544004682893e-18,7.286375970500803e-18,3.9862215700325135e-18,-296.617919921875
1662,1187006834.4057617,0.40576171875,-2047.59423828125,-5.502647371886611e-18,-2.189313518214257e-18,1.8442322889826134e-18,-3.8459804450504335e-18,-1.9492428670394182e-18,3.8459804450504335e-18,1.9492428670394182e-18,3.3133338536723544e-18,7.346879660869225e-18,4.03354580719687e-18,-296.61767578125
1663,1187006834.406006,0.406005859375,-2047.593994140625,-5.516553934817298e-18,-2.182261674174424e-18,1.827530441502136e-18,-3.849407804495861e-18,-1.9570950558298625e-18,3.849407804495861e-18,1.9570950558298625e-18,3.334292260642874e-18,7.344084376319435e-18,4.00979211567656e-18,-296.617431640625
1664,1187006834.40625,0.40625,-2047.59375,-5.503116013057104e-18,-2.185713817858607e-18,1.8706125414111137e-18,-3.844414915457855e-18,-1.939405763168199e-18,3.844414915457855e-18,1.939405763168199e-18,3.3174021951984968e-18,7.373728554468217e-18,4.0563263592697204e-18,-296.6171875
1665,1187006834.406494,0.406494140625,-2047.593505859375,-5.483676696801761e-18,-2.1730468967665936e-18,1.86893156741104e-18,-3.828361796784177e-18,-1.929264008719105e-18,3.828361796784177e-18,1.929264008719105e-18,3.3106298000351677e-18,7.3526082642128e-18,4.041978464177633e-18,-296.616943359375
1666,1187006834.4067383,0.40673828125,-2047.59326171875,-5.495157842443517e-18,-2.167784422044276e-18,1.8752877501694065e-18,-3.8314711322438975e-18,-1.929218171439462e-18,3.8314711322438975e-18,1.929218171439462e-18,3.327373420399241e-18,7.370445592612924e-18,4.043072172213683e-18,-296.61669921875
1667,1187006834.4069824,0.406982421875,-2047.593017578125,-5.51051131117708e-18,-2.169652772581579e-18,1.881776043348684e-18,-3.840082041879329e-18,-1.9327960134699916e-18,3.840082041879329e-18,1.9327960134699916e-18,3.3408585385955004e-18,7.392287354525764e-18,4.051428815930264e-18,-296.616455078125
1668,1187006834.4072266,0.4072265625,-2047.5927734375,-5.494808699887396e-18,-2.1600502975674257e-18,1.881038245864047e-18,-3.8274294987274106e-18,-1.9246069171969252e-18,3.8274294987274106e-18,1.9246069171969252e-18,3.3347584023199706e-18,7.375846945751443e-18,4.041088543431473e-18,-296.6162109375
1669,1187006834.4074707,0.407470703125,-2047.592529296875,-5.477568716829717e-18,-2.1672302419101334e-18,1.922633352820999e-18,-3.822399479369925e-18,-1.9073885353062843e-18,3.822399479369925e-18,1.9073885353062843e-18,3.3103384749195843e-18,7.400202069650716e-18,4.089863594731132e-18,-296.615966796875
1670,1187006834.4077148,0.40771484375,-2047.59228515625,-5.483100626558137e-18,-2.168545339914653e-18,1.895739423389552e-18,-3.825822983236395e-18,-1.91863551436108e-18,3.825822983236395e-18,1.91863551436108e-18,3.314555286643484e-18,7.378840049947688e-18,4.0642847633042056e-18,-296.61572265625
1671,1187006834.407959,0.407958984375,-2047.592041015625,-5.496523220024406e-18,-2.1580706117129465e-18,1.933674845115064e-18,-3.827296915868677e-18,-1.906972995540763e-18,3.827296915868677e-18,1.906972995540763e-18,3.33845260831146e-18,7.43019806513947e-18,4.0917454568280105e-18,-296.615478515625
1672,1187006834.4082031,0.408203125,-2047.591796875,-5.492575987693056e-18,-2.1623870487532844e-18,1.9257562466760067e-18,-3.8274815182231696e-18,-1.9097355965901117e-18,3.8274815182231696e-18,1.9097355965901117e-18,3.330188938939772e-18,7.418332234369062e-18,4.0881432954292915e-18,-296.615234375
1673,1187006834.4084473,0.408447265625,-2047.591552734375,-5.467929258152542e-18,-2.151247654354616e-18,1.9827996633233138e-18,-3.8095884562535794e-18,-1.8787924163946144e-18,3.8095884562535794e-18,1.8787924163946144e-18,3.3166816037979266e-18,7.450728921475856e-18,4.1340473176779295e-18,-296.614990234375
1674,1187006834.4086914,0.40869140625,-2047.59130859375,-5.467223638671822e-18,-2.141930439742967e-18,1.9539580292754705e-18,-3.804577039207395e-18,-1.8850653497131067e-18,3.804577039207395e-18,1.8850653497131067e-18,3.325293198928855e-18,7.421181667947292e-18,4.095888469018437e-18,-296.61474609375
1675,1187006834.4089355,0.408935546875,-2047.591064453125,-5.487290512663832e-18,-2.1474458847013798e-18,2.0127545959402002e-18,-3.817368198682606e-18,-1.8739939338083374e-18,3.817368198682606e-18,1.8739939338083374e-18,3.3398446279624517e-18,7.500045108604029e-18,4.16020048064158e-18,-296.614501953125
1676,1187006834.4091797,0.4091796875,-2047.5908203125,-5.478105570072614e-18,-2.1369514327568825e-18,2.0294542610325547e-18,-3.807528501414748e-18,-1.8618675805989804e-18,3.807528501414748e-18,1.8618675805989804e-18,3.341154137315732e-18,7.50755983110517e-18,4.166405693789437e-18,-296.6142578125
1677,1187006834.4094238,0.409423828125,-2047.590576171875,-5.4582924881332935e-18,-2.1405757757081348e-18,2.0300591490773085e-18,-3.799434131920714e-18,-1.8562697049213733e-18,3.799434131920714e-18,1.8562697049213733e-18,3.317716712425159e-18,7.488351637210602e-18,4.1706349247854444e-18,-296.614013671875
1678,1187006834.409668,0.40966796875,-2047.59033203125,-5.45794090790476e-18,-2.146158651770956e-18,2.0259206454010253e-18,-3.802049779837858e-18,-1.859392971424897e-18,3.802049779837858e-18,1.859392971424897e-18,3.311782256133804e-18,7.483861553305784e-18,4.1720792971719824e-18,-296.61376953125
1679,1187006834.409912,0.409912109375,-2047.590087890625,-5.46903772026653e-18,-2.132688150142709e-18,2.037805229709601e-18,-3.800862935204619e-18,-1.8546402135665463e-18,3.800862935204619e-18,1.8546402135665463e-18,3.3363495701238198e-18,7.50684294997613e-18,4.1704933798523114e-18,-296.613525390625
1680,1187006834.4101562,0.41015625,-2047.58984375,-5.469141299369207e-18,-2.1355298936518336e-18,2.059516376708848e-18,-3.8023355965105194e-18,-1.8483849387707306e-18,3.8023355965105194e-18,1.8483849387707306e-18,3.3336114057173733e-18,7.528657676078055e-18,4.1950462703606816e-18,-296.61328125
1681,1187006834.4104004,0.410400390625,-2047.589599609375,-5.447831856332735e-18,-2.129393169549692e-18,2.0226994940655904e-18,-3.788612512941214e-18,-1.8515085106056122e-18,3.788612512941214e-18,1.8515085106056122e-18,3.3184386867830432e-18,7.470531350398325e-18,4.1520926636152825e-18,-296.613037109375
1682,1187006834.4106443,0.41064453125,-2047.58935546875,-5.440148196294895e-18,-2.113451781678488e-18,2.0528569929514368e-18,-3.776799988986691e-18,-1.833580995007315e-18,3.776799988986691e-18,1.833580995007315e-18,3.3266964146164073e-18,7.493005189246331e-18,4.166308774629925e-18,-296.61279296875
1683,1187006834.410889,0.410888671875,-2047.589111328125,-5.45753420080355e-18,-2.1162648735659214e-18,2.037657324530304e-18,-3.7868995371847365e-18,-1.8453805832797223e-18,3.7868995371847365e-18,1.8453805832797223e-18,3.3412693272376282e-18,7.495191525333854e-18,4.153922198096226e-18,-296.612548828125
1684,1187006834.4111328,0.4111328125,-2047.5888671875,-5.456432451158696e-18,-2.1110507589636412e-18,2.070594779173541e-18,-3.783741605061169e-18,-1.8322961436495986e-18,3.783741605061169e-18,1.8322961436495986e-18,3.345381692195056e-18,7.527027230332238e-18,4.1816455381371826e-18,-296.6123046875
1685,1187006834.411377,0.411376953125,-2047.588623046875,-5.433918180664206e-18,-2.1089203516846735e-18,2.039791265516765e-18,-3.77141926617444e-18,-1.834349088944038e-18,3.77141926617444e-18,1.834349088944038e-18,3.324997828979533e-18,7.473709446180969e-18,4.148711617201439e-18,-296.612060546875
1686,1187006834.411621,0.41162109375,-2047.58837890625,-5.4271210528236854e-18,-2.115995529961796e-18,2.085594675508292e-18,-3.771558291392741e-18,-1.819173969092396e-18,3.771558291392741e-18,1.819173969092396e-18,3.3111255228618896e-18,7.512715728331977e-18,4.201590205470088e-18,-296.61181640625
1687,1187006834.4118652,0.411865234375,-2047.588134765625,-5.435368122245591e-18,-2.106526399049116e-18,2.081436860267304e-18,-3.7709472606473536e-18,-1.820152553675801e-18,3.7709472606473536e-18,1.820152553675801e-18,3.328841723196476e-18,7.516804982512894e-18,4.187963259316419e-18,-296.611572265625
1688,1187006834.4121094,0.412109375,-2047.587890625,-5.439265167471936e-18,-2.104210698609596e-18,2.1177115782022087e-18,-3.7717379330407665e-18,-1.8085880959597744e-18,3.7717379330407665e-18,1.8085880959597744e-18,3.3350544688623404e-18,7.556976745674143e-18,4.2219222768118046e-18,-296.611328125
1689,1187006834.4123535,0.412353515625,-2047.587646484375,-5.4239746603265195e-18,-2.103723910754161e-18,2.1013784116717682e-18,-3.7638492855403395e-18,-1.8087733864696378e-18,3.7638492855403395e-18,1.8087733864696378e-18,3.3202507495723597e-18,7.52535307199829e-18,4.2051023224259284e-18,-296.611083984375
1690,1187006834.4125977,0.41259765625,-2047.58740234375,-5.404712231080509e-18,-2.087256617793062e-18,2.119854965201595e-18,-3.7459844244367856e-18,-1.790704627890659e-18,3.7459844244367856e-18,1.790704627890659e-18,3.3174556132874464e-18,7.524567196282104e-18,4.207111582994657e-18,-296.61083984375
1691,1187006834.4128418,0.412841796875,-2047.587158203125,-5.418305367618747e-18,-2.0836472457294e-18,2.130624892077561e-18,-3.750976306674073e-18,-1.790442573756862e-18,3.750976306674073e-18,1.790442573756862e-18,3.334658121889348e-18,7.548930259696308e-18,4.214272137806961e-18,-296.610595703125
1692,1187006834.413086,0.4130859375,-2047.5869140625,-5.428619275026209e-18,-2.082761001297769e-18,2.0853185237699497e-18,-3.755690138161989e-18,-1.808687250851343e-18,3.755690138161989e-18,1.808687250851343e-18,3.34585827372844e-18,7.51393779879616e-18,4.1680795250677194e-18,-296.6103515625
1693,1187006834.41333,0.413330078125,-2047.586669921875,-5.404840663279166e-18,-2.0762984366322786e-18,2.1078003975827717e-18,-3.7405695499557225e-18,-1.7911129007762247e-18,3.7405695499557225e-18,1.7911129007762247e-18,3.328542226646888e-18,7.512641060861937e-18,4.1840988342150495e-18,-296.610107421875
1694,1187006834.4135742,0.41357421875,-2047.58642578125,-5.3924890700531714e-18,-2.0816679821637e-18,2.0777622131050534e-18,-3.737078526108436e-18,-1.7987982797039396e-18,3.737078526108436e-18,1.7987982797039396e-18,3.3108210878894712e-18,7.470251283158225e-18,4.159430195268754e-18,-296.60986328125
1695,1187006834.4138184,0.413818359375,-2047.586181640625,-5.402033498954125e-18,-2.078529614225034e-18,2.108483670386385e-18,-3.740281556589579e-18,-1.7906931475975914e-18,3.740281556589579e-18,1.7906931475975914e-18,3.3235038847290904e-18,7.51051716934051e-18,4.18701328461142e-18,-296.609619140625
1696,1187006834.4140625,0.4140625,-2047.5859375,-5.4057720270852025e-18,-2.0710586505533545e-18,2.0542994790701133e-18,-3.738415338819278e-18,-1.8075103995228147e-18,3.738415338819278e-18,1.8075103995228147e-18,3.3347133765318484e-18,7.460071506155315e-18,4.1253581296234686e-18,-296.609375
1697,1187006834.4143066,0.414306640625,-2047.585693359375,-5.3932132728932134e-18,-2.0700733592566898e-18,2.0841924443631224e-18,-3.731643316074951e-18,-1.7930313959289265e-18,3.731643316074951e-18,1.7930313959289265e-18,3.323139913636524e-18,7.477405717256336e-18,4.154265803619812e-18,-296.609130859375
1698,1187006834.4145508,0.41455078125,-2047.58544921875,-5.372859799495815e-18,-2.0580323129271014e-18,2.0763780073885328e-18,-3.715446056211458e-18,-1.784838035011461e-18,3.715446056211458e-18,1.784838035011461e-18,3.314827486568714e-18,7.449237806884347e-18,4.1344103203156346e-18,-296.60888671875
1699,1187006834.414795,0.414794921875,-2047.585205078125,-5.377072808187385e-18,-2.0508726997031865e-18,2.0866817626251444e-18,-3.7139727539452855e-18,-1.7804212484218092e-18,3.7139727539452855e-18,1.7804212484218092e-18,3.326200108484199e-18,7.463754570812529e-18,4.137554462328331e-18,-296.608642578125
1700,1187006834.415039,0.4150390625,-2047.5849609375,-5.3921490384938144e-18,-2.050502379386455e-18,2.064351210355944e-18,-3.721325708940134e-18,-1.7927667358414415e-18,3.721325708940134e-18,1.7927667358414415e-18,3.3416466591073594e-18,7.456500248849758e-18,4.114853589742399e-18,-296.6083984375
1701,1187006834.4152832,0.415283203125,-2047.584716796875,-5.374290998127559e-18,-2.0463061165403977e-18,2.093034952676283e-18,-3.7102985573339786e-18,-1.7758540539972247e-18,3.7102985573339786e-18,1.7758540539972247e-18,3.3279848815871613e-18,7.467325950803842e-18,4.139341069216681e-18,-296.608154296875
1702,1187006834.415527,0.41552734375,-2047.58447265625,-5.354801081972637e-18,-2.0496486731984266e-18,2.0960484304802053e-18,-3.702224877585531e-18,-1.7694671082302856e-18,3.702224877585531e-18,1.7694671082302856e-18,3.3051524087742098e-18,7.450849512452841e-18,4.145697103678632e-18,-296.60791015625
1703,1187006834.4157715,0.415771484375,-2047.584228515625,-5.359760728181087e-18,-2.047871934070903e-18,2.078221729759181e-18,-3.703816331125995e-18,-1.7764703108309364e-18,3.703816331125995e-18,1.7764703108309364e-18,3.3118887941101842e-18,7.43798245794027e-18,4.126093663830084e-18,-296.607666015625
1704,1187006834.4160156,0.416015625,-2047.583984375,-5.367560517341726e-18,-2.0404361440358344e-18,2.0870460480044922e-18,-3.7039983306887796e-18,-1.77365020445769e-18,3.7039983306887796e-18,1.77365020445769e-18,3.3271243733058924e-18,7.45460656534622e-18,4.127482192040327e-18,-296.607421875
1705,1187006834.4162598,0.416259765625,-2047.583740234375,-5.3611010549694574e-18,-2.0368288156758266e-18,2.0584627694424607e-18,-3.698964935322641e-18,-1.7798223670676073e-18,3.698964935322641e-18,1.7798223670676073e-18,3.3242722392936296e-18,7.419563824411917e-18,4.0952915851182885e-18,-296.607177734375
1706,1187006834.416504,0.41650390625,-2047.58349609375,-5.3387272507336616e-18,-2.026442739752713e-18,2.072533320856466e-18,-3.682584995243188e-18,-1.7642122232099697e-18,3.682584995243188e-18,1.7642122232099697e-18,3.3122845109809488e-18,7.411260571590127e-18,4.098976060609179e-18,-296.60693359375
1707,1187006834.416748,0.416748046875,-2047.583251953125,-5.334505330686101e-18,-2.0179752670033792e-18,2.0092322552188897e-18,-3.67624029884474e-18,-1.78108278082353e-18,3.67624029884474e-18,1.78108278082353e-18,3.316530063682722e-18,7.343737585904991e-18,4.027207522222269e-18,-296.606689453125
1708,1187006834.4169922,0.4169921875,-2047.5830078125,-5.35258245973112e-18,-2.016507809909136e-18,2.035698876997621e-18,-3.6845451348201285e-18,-1.7777971308808786e-18,3.6845451348201285e-18,1.7777971308808786e-18,3.336074649821984e-18,7.388281336728739e-18,4.052206686906757e-18,-296.6064453125
1709,1187006834.4172363,0.417236328125,-2047.582763671875,-5.344594049100035e-18,-2.0144026961047626e-18,1.997602781133249e-18,-3.679498372602399e-18,-1.7871313213571832e-18,3.679498372602399e-18,1.7871313213571832e-18,3.330191352995273e-18,7.342196830233285e-18,4.012005477238011e-18,-296.606201171875
1710,1187006834.4174805,0.41748046875,-2047.58251953125,-5.3187233081666695e-18,-2.014693154481585e-18,2.005087982031557e-18,-3.666708231324127e-18,-1.776109493538899e-18,3.666708231324127e-18,1.776109493538899e-18,3.3040301536850845e-18,7.323811290198226e-18,4.0197811365131416e-18,-296.60595703125
1711,1187006834.4177246,0.417724609375,-2047.582275390625,-5.316774581763107e-18,-2.0146037225130066e-18,1.965769006115544e-18,-3.6656891521380575e-18,-1.7885364327201897e-18,3.6656891521380575e-18,1.7885364327201897e-18,3.302170859250101e-18,7.282543587878651e-18,3.9803727286285515e-18,-296.605712890625
1712,1187006834.4179688,0.41796875,-2047.58203125,-5.326140374657829e-18,-2.010245484015553e-18,1.980071403091839e-18,-3.668192929336691e-18,-1.7854381518605145e-18,3.668192929336691e-18,1.7854381518605145e-18,3.3158948906422765e-18,7.306211777749668e-18,3.990316887107392e-18,-296.60546875
1713,1187006834.418213,0.418212890625,-2047.581787109375,-5.3238219034252816e-18,-2.004870868478709e-18,1.9742294204359776e-18,-3.664346385951995e-18,-1.784821117156004e-18,3.664346385951995e-18,1.784821117156004e-18,3.318951034946573e-18,7.298051323861258e-18,3.979100288914687e-18,-296.605224609375
1714,1187006834.418457,0.41845703125,-2047.58154296875,-5.3054403211670576e-18,-1.9973696983632066e-18,1.9697156691770803e-18,-3.651405009765132e-18,-1.7776981167843948e-18,3.651405009765132e-18,1.7776981167843948e-18,3.3080706228038513e-18,7.275155990344139e-18,3.967085367540287e-18,-296.60498046875
1715,1187006834.4187012,0.418701171875,-2047.581298828125,-5.290537935230176e-18,-1.989593731195073e-18,1.9771492641431493e-18,-3.640065833212625e-18,-1.7676608007607007e-18,3.640065833212625e-18,1.7676608007607007e-18,3.3009442040351033e-18,7.267687199373325e-18,3.966742995338222e-18,-296.604736328125
1716,1187006834.4189453,0.4189453125,-2047.5810546875,-5.305843912318584e-18,-1.98238453969042e-18,1.9573572788030297e-18,-3.6441142260045015e-18,-1.7769570577353246e-18,3.6441142260045015e-18,1.7769570577353246e-18,3.3234593726281638e-18,7.263201191121613e-18,3.93974181849345e-18,-296.6044921875
1717,1187006834.4191897,0.419189453125,-2047.580810546875,-5.31170968453914e-18,-1.979884856352656e-18,1.963276615051087e-18,-3.6457972704458985e-18,-1.776105975280236e-18,3.6457972704458985e-18,1.776105975280236e-18,3.3318248281864843e-18,7.274986299590227e-18,3.943161471403743e-18,-296.604248046875
1718,1187006834.4194336,0.41943359375,-2047.58056640625,-5.2834315487739054e-18,-1.983562447727022e-18,1.905251754382961e-18,-3.633496998250464e-18,-1.787247414039322e-18,3.633496998250464e-18,1.787247414039322e-18,3.2998691010468826e-18,7.188683303156865e-18,3.888814202109983e-18,-296.60400390625
1719,1187006834.4196775,0.419677734375,-2047.580322265625,-5.2753685009562354e-18,-1.980709745959253e-18,1.912308976502785e-18,-3.6280391234577444e-18,-1.7812564234709014e-18,3.6280391234577444e-18,1.7812564234709014e-18,3.2946587549969824e-18,7.187677477459021e-18,3.893018722462038e-18,-296.603759765625
1720,1187006834.419922,0.419921875,-2047.580078125,-5.2874761113231696e-18,-1.977452589461058e-18,1.8552369820530065e-18,-3.632464350392114e-18,-1.803230572910408e-18,3.632464350392114e-18,1.803230572910408e-18,3.310023521862112e-18,7.142713093376177e-18,3.832689571514065e-18,-296.603515625
1721,1187006834.420166,0.420166015625,-2047.579833984375,-5.284900419910774e-18,-1.9742608165460563e-18,1.878920434887821e-18,-3.629580618228415e-18,-1.7934136005230032e-18,3.629580618228415e-18,1.7934136005230032e-18,3.3106396033647178e-18,7.163820854798596e-18,3.853181251433877e-18,-296.603271484375
1722,1187006834.4204102,0.42041015625,-2047.57958984375,-5.26993518392679e-18,-1.9638957626489472e-18,1.812036366912909e-18,-3.616915473287868e-18,-1.807264859887609e-18,3.616915473287868e-18,1.807264859887609e-18,3.3060394212778427e-18,7.081971550839698e-18,3.775932129561856e-18,-296.60302734375
1723,1187006834.4206543,0.420654296875,-2047.579345703125,-5.252022178137727e-18,-1.958449345389949e-18,1.819837106745988e-18,-3.605235761763838e-18,-1.7968781389272293e-18,3.605235761763838e-18,1.7968781389272293e-18,3.2935728327477786e-18,7.071859284883716e-18,3.7782864521359376e-18,-296.602783203125
1724,1187006834.4208984,0.4208984375,-2047.5791015625,-5.259724048691446e-18,-1.952968893270825e-18,1.8092639355345618e-18,-3.606346470981136e-18,-1.80114300214257e-18,3.606346470981136e-18,1.80114300214257e-18,3.3067551554206214e-18,7.068987984226008e-18,3.762232828805387e-18,-296.6025390625
1725,1187006834.4211426,0.421142578125,-2047.578857421875,-5.272199997325029e-18,-1.9490413173758912e-18,1.7808031212916762e-18,-3.61062065735046e-18,-1.8134793978030813e-18,3.61062065735046e-18,1.8134793978030813e-18,3.323158679949138e-18,7.053003118616706e-18,3.729844438667568e-18,-296.602294921875
1726,1187006834.4213867,0.42138671875,-2047.57861328125,-5.24697872803175e-18,-1.9531374764839522e-18,1.7741061376337445e-18,-3.6000581022578516e-18,-1.8086700222939856e-18,3.6000581022578516e-18,1.8086700222939856e-18,3.2938412515477975e-18,7.021084865665494e-18,3.727243614117696e-18,-296.60205078125
1727,1187006834.4216309,0.421630859375,-2047.578369140625,-5.230587670167246e-18,-1.949640341406043e-18,1.7644490364462062e-18,-3.5901140057866445e-18,-1.8052596583756944e-18,3.5901140057866445e-18,1.8052596583756944e-18,3.2809473287612036e-18,6.995036706613452e-18,3.7140893778522496e-18,-296.601806640625
1728,1187006834.421875,0.421875,-2047.578125,-5.244206578527511e-18,-1.9473314818417066e-18,1.7739965404999118e-18,-3.5957690301846096e-18,-1.805847173289769e-18,3.5957690301846096e-18,1.805847173289769e-18,3.2968750966858047e-18,7.018203119027423e-18,3.721328022341618e-18,-296.6015625
1729,1187006834.4221191,0.422119140625,-2047.577880859375,-5.247433510362493e-18,-1.946901877335673e-18,1.7243017002536425e-18,-3.597167693849083e-18,-1.823344562481508e-18,3.597167693849083e-18,1.823344562481508e-18,3.30053163302682e-18,6.971735210616136e-18,3.6712035775893164e-18,-296.601318359375
1730,1187006834.4223633,0.42236328125,-2047.57763671875,-5.2340959724395945e-18,-1.93329509822986e-18,1.7335754871297769e-18,-3.583695535334727e-18,-1.8112718611798925e-18,3.583695535334727e-18,1.8112718611798925e-18,3.300800874209735e-18,6.967671459569371e-18,3.666870585359637e-18,-296.60107421875
1731,1187006834.4226074,0.422607421875,-2047.577392578125,-5.215748317242766e-18,-1.926901140715085e-18,1.697433667407662e-18,-3.5713247289789256e-18,-1.815071930183396e-18,3.5713247289789256e-18,1.815071930183396e-18,3.2888471765276814e-18,6.913181984650428e-18,3.6243348081227465e-18,-296.600830078125
1732,1187006834.4228516,0.4228515625,-2047.5771484375,-5.215498874174672e-18,-1.923528809948109e-18,1.690991991112333e-18,-3.5695138420613896e-18,-1.816011897670149e-18,3.5695138420613896e-18,1.816011897670149e-18,3.291970064226564e-18,6.906490865287005e-18,3.6145208010604425e-18,-296.6005859375
1733,1187006834.4230957,0.423095703125,-2047.576904296875,-5.2315112117170484e-18,-1.916027164418824e-18,1.6233718795307157e-18,-3.5737691880679364e-18,-1.8413888322017197e-18,3.5737691880679364e-18,1.8413888322017197e-18,3.3154840472982247e-18,6.8548830912477645e-18,3.53939904394954e-18,-296.600341796875
1734,1187006834.4233398,0.42333984375,-2047.57666015625,-5.216254131830106e-18,-1.9231998980559546e-18,1.6468137660570461e-18,-3.5697270149430295e-18,-1.830880087943005e-18,3.5697270149430295e-18,1.830880087943005e-18,3.293054233774152e-18,6.863067897887152e-18,3.570013664113e-18,-296.60009765625
1735,1187006834.423584,0.423583984375,-2047.576416015625,-5.1918306746146296e-18,-1.9216595234052817e-18,1.5904147328738266e-18,-3.5567450990099554e-18,-1.8410251550486948e-18,3.5567450990099554e-18,1.8410251550486948e-18,3.2701711512093483e-18,6.782245407488456e-18,3.5120742562791085e-18,-296.599853515625
1736,1187006834.423828,0.423828125,-2047.576171875,-5.198762551502228e-18,-1.9153851689588467e-18,1.5763980097303845e-18,-3.5570738602305374e-18,-1.845916570243564e-18,3.5570738602305374e-18,1.845916570243564e-18,3.2833773825433814e-18,6.775160561232612e-18,3.491783178689231e-18,-296.599609375
1737,1187006834.4240725,0.424072265625,-2047.575927734375,-5.2048085884087386e-18,-1.9212949213647735e-18,1.5560215247187265e-18,-3.563051754886756e-18,-1.8566939950182623e-18,3.563051754886756e-18,1.8566939950182623e-18,3.283513667043965e-18,6.760830113127465e-18,3.4773164460835e-18,-296.599365234375
1738,1187006834.4243164,0.42431640625,-2047.57568359375,-5.196313495886297e-18,-1.9087227927035666e-18,1.534519384738825e-18,-3.552518144294932e-18,-1.856838967950346e-18,3.552518144294932e-18,1.856838967950346e-18,3.2875907031827304e-18,6.7308328806251225e-18,3.443242177442392e-18,-296.59912109375
1739,1187006834.4245603,0.424560546875,-2047.575439453125,-5.179655971506203e-18,-1.8971154801901945e-18,1.5306242010724776e-18,-3.538385725848199e-18,-1.848715750207973e-18,3.538385725848199e-18,1.848715750207973e-18,3.282540491316009e-18,6.710280172578681e-18,3.427739681262672e-18,-296.598876953125
